# wavenumber_(/cm) absorbance absorbance_unc
3278.5355621 1.800844793 0.016327700
3277.8063111 1.779207193 0.015029600
3277.0773844 1.778191793 0.013134700
3276.3487819 1.847101893 0.015738800
3275.6205032 1.848834693 0.016830700
3274.8925483 1.766899393 0.013829600
3274.1650241 1.743471893 0.012225000
3273.4377158 1.745706093 0.013956100
3272.7107307 1.745335393 0.014847400
3271.9840683 1.753426793 0.016701600
3271.2578356 1.754954493 0.015409900
3270.5318182 1.756415693 0.014952700
3269.8061231 1.755253093 0.014987800
3269.0808567 1.759375193 0.015092900
3268.3558052 1.754195393 0.014641500
3267.6311821 1.770907093 0.014824100
3266.9068802 1.809167793 0.017173600
3266.1827926 1.812801893 0.017208600
3265.4591325 1.749169593 0.012609400
3264.7357931 1.733316693 0.012128600
3264.0127740 1.734439893 0.014054600
3263.2900752 1.734592393 0.012094200
3262.5676962 1.736630393 0.013662400
3261.8456371 1.805076793 0.015076600
3261.1238974 1.840928593 0.013423000
3260.4024771 1.805064393 0.013985500
3259.6813759 1.805821193 0.014924200
3258.9605936 1.706317993 0.012134600
3258.2401300 1.706114993 0.010273100
3257.5200910 1.706740293 0.010375200
3256.8002641 1.702130793 0.011150200
3256.0807552 1.713220293 0.011092100
3255.3616702 1.732398193 0.010129900
3254.6427968 1.733762293 0.012665300
3253.9243466 1.733645993 0.012037700
3253.2061078 1.736723993 0.011786400
3252.4882918 1.736347793 0.011376000
3251.7707924 1.736461493 0.009903300
3251.0536096 1.715161993 0.011754500
3250.3366374 1.713712593 0.011738000
3249.6200869 1.709907493 0.010718400
3248.9038523 1.686517393 0.010277800
3248.1879334 1.663508593 0.010813900
3247.4723299 1.667334093 0.011752300
3246.7570417 1.684962593 0.012065900
3246.0420684 1.739984993 0.013425900
3245.3274100 1.740248393 0.015577800
3244.6131715 1.744493993 0.012459000
3243.8991421 1.754086693 0.011362300
3243.1854269 1.739790293 0.011676400
3242.4721308 1.734117493 0.011911800
3241.7590433 1.757671693 0.012521800
3241.0462694 1.755428893 0.011217500
3240.3339138 1.736322193 0.012530800
3239.6218713 1.743072693 0.010610700
3238.9100368 1.741475593 0.011000100
3238.1986199 1.691941093 0.010358800
3237.4875154 1.692985993 0.012480600
3236.7766185 1.715696193 0.012034500
3236.0661383 1.693165793 0.011708800
3235.3559700 1.717191893 0.010797300
3234.6461134 1.716084493 0.010162500
3233.9365681 1.706838893 0.010969300
3233.2273341 1.677873293 0.009794100
3232.5184111 1.705366293 0.010291500
3231.8097989 1.704315993 0.010176900
3231.1014974 1.719854893 0.010074500
3230.3935062 1.718123593 0.011440500
3229.6859295 1.719778393 0.011935700
3228.9785585 1.727429793 0.012402600
3228.2714972 1.711647493 0.012602300
3227.5648498 1.712754993 0.011405900
3226.8584075 1.711123793 0.009551100
3226.1523784 1.710523093 0.011726400
3225.4465542 1.705186993 0.010123000
3224.7411428 1.702952393 0.011106300
3224.0360398 1.673413793 0.010196900
3223.3311413 1.671354993 0.009535600
3222.6266547 1.680686793 0.010895300
3221.9224760 1.673652193 0.010888000
3221.2186050 1.656712193 0.010782900
3220.5150415 1.641700893 0.009058600
